Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Cost per item,Variant Requires Shipping,Variant Taxable,Status
echeveria-40-cm-9062-96-1,Echeveria 40 cm,<p>Echeveria i potte. Høyde : 40cm Høyde potte : 13cm Potte Ø topp : 16cm Potte Ø bunn : 12cm</p>,Varekompaniet,potteplanter-gronne,Migrert,FALSE,Title,Default Title,9062-96-1,shopify,7,deny,manual,180,299,12,TRUE,TRUE,draft
efoy-65cm-taler-sollys-5728,Eføy 65cm - Tåler sollys,<p>Flott eføy som tåler sollys godt. NB : Uten potte Lengde : 65cm</p>,Varekompaniet,potteplanter-gronne,Migrert,FALSE,Title,Default Title,5728,shopify,8,deny,manual,260,429,12,TRUE,TRUE,draft
efoy-50cm-taler-sollys-5727,Eføy 50cm - tåler sollys,<p>Eføy Tåler sollys meget godt. Lengde : 50cm NB : Leveres er uten potte.</p>,Varekompaniet,potteplanter-gronne,Migrert,FALSE,Title,Default Title,5727,shopify,3,deny,manual,160,269,12,TRUE,TRUE,draft
efoy-70cm-6366-90,Eføy 70cm,<p>Eføy Lengde : 70cm NB : Uten potte.</p>,Varekompaniet,potteplanter-gronne,Migrert,FALSE,Title,Default Title,6366-90,shopify,1,deny,manual,120,199,12,TRUE,TRUE,draft
efoy-70cm-6367-95,Eføy 70cm,<p>Eføy 70cm NB : Uten potte.</p>,Varekompaniet,potteplanter-gronne,Migrert,FALSE,Title,Default Title,6367-95,shopify,100,deny,manual,120,199,12,TRUE,TRUE,draft
efoy-75cm-taler-sollys-5729,Eføy 75cm - Tåler sollys,<p>Eføy Tåler sollys meget godt. Lengde : 75cm NB : Leveres er uten potte.</p>,Varekompaniet,potteplanter-gronne,Migrert,FALSE,Title,Default Title,5729,shopify,1,deny,manual,360,599,12,TRUE,TRUE,draft
efoy-85cm-mork-6166-90-1,Eføy 85cm mørk,<p>Eføy i potte Lengde : 85cm Høyde : 22cm</p>,Varekompaniet,potteplanter-gronne,Migrert,FALSE,Title,Default Title,6166-90-1,shopify,1,deny,manual,180,299,12,TRUE,TRUE,draft
efoy-ring-i-potte-35cm-5811-90-1,Eføy ring i potte 35cm,<p>Eføying i potte Høyde : 35 cm Diameter : 30cm Potte høyde : 8cm Potte diameter topp : 10cm Potte diameter bunn : 7cm</p>,Varekompaniet,potteplanter-gronne,Migrert,FALSE,Title,Default Title,5811-90-1,shopify,1,deny,manual,100,169,12,TRUE,TRUE,draft
efoyring-35cm-5812-95-1,Eføyring 35cm,<p>Eføyring i potte Høyde : 40 cm Diameter : 30cm Potte høyde : 8cm Potte diameter topp : 10cm Potte diameter bunn : 7cm</p>,Varekompaniet,potteplanter-gronne,Migrert,FALSE,Title,Default Title,5812-95-1,shopify,2,deny,manual,110,179,12,TRUE,TRUE,draft
efoyring-i-potte-38cm-3271-95-1,Eføyring i potte 38cm,<p>Eføyting i potte Høyde : 38cm Ø : 25cm Potte høyde : 8cm Potte Ø bunn : 8cm Potte Ø topp : 10cm</p>,Varekompaniet,potteplanter-gronne,Migrert,FALSE,Title,Default Title,3271-95-1,shopify,8,deny,manual,110,179,12,TRUE,TRUE,draft
fiolfikus-40cm-1650-90-1,Fiolfikus 40cm,<p>Fiolfikus i potte. Høyde : 40cm Potte høyde : 8cm Potte Ø topp : 10cm Potte Ø bunn : 7cm</p>,Varekompaniet,potteplanter-gronne,Migrert,FALSE,Title,Default Title,1650-90-1,shopify,6,deny,manual,140,229,12,TRUE,TRUE,draft
fittonia-40cm-5807-96-1,Fittonia 40cm,<p>Fittonia i potte Høyde : 40cm Potte Ø topp : 10cm Potte Ø bunn : 7cm Potte høyde : 8cm</p>,Varekompaniet,potteplanter-gronne,Migrert,FALSE,Title,Default Title,5807-96-1,shopify,4,deny,manual,120,199,12,TRUE,TRUE,draft
gress-50cm-7130-050,Gress 50cm,<p>Gress i potte Høyde : 50cm Potte høyde : 8cm Potte diameter topp : 9cm Potte diameter bunn : 6cm</p>,Varekompaniet,potteplanter-gronne,Migrert,FALSE,Title,Default Title,7130-050,shopify,9,deny,manual,89,149,12,TRUE,TRUE,draft
gress-85cm-3597-91,Gress 85cm,<p>Gress Høyde : 85</p>,Varekompaniet,potteplanter-gronne,Migrert,FALSE,Title,Default Title,3597-91,shopify,1,deny,manual,29,39,12,TRUE,TRUE,draft
gress-80cm-7126-080,Gress 80cm,<p>Gress i potte. Høyde : 80cm</p>,Varekompaniet,potteplanter-gronne,Migrert,FALSE,Title,Default Title,7126-080,shopify,2,deny,manual,210,349,12,TRUE,TRUE,draft
gullranke-55cm-1175-95-1,Gullranke 55cm,<p>Gullranke i potte Lengde : 55cm Høyde : 25cm Potte høyde : 8cm Potte diameter topp : 10cm Potte diameter bunn : 7cm</p>,Varekompaniet,potteplanter-gronne,Migrert,FALSE,Title,Default Title,1175-95-1,shopify,2,deny,manual,150,249,12,TRUE,TRUE,draft
juletre-36cm-1961-90-1,Juletre 36cm,<p>Søtt lite juletre i potte. Høyde : 36cm</p>,Varekompaniet,potteplanter-gronne,Migrert,FALSE,Title,Default Title,1961-90-1,shopify,8,deny,manual,110,179,12,TRUE,TRUE,draft
marginata-20-cm-6282-90-1,Marginata 20 cm,<p>Marginata i potte. Høyde : 20cm</p>,Varekompaniet,potteplanter-gronne,Migrert,FALSE,Title,Default Title,6282-90-1,shopify,30,deny,manual,59,99,12,TRUE,TRUE,draft
monstera-60-cm-1356-90,Monstera 60 cm,<p>Monstera i potte. Høyde : 60cm Potte høyde 15 cm Potte diameter topp 14 cm Potte diameter bunn 10 cm</p>,Varekompaniet,potteplanter-gronne,Migrert,FALSE,Title,Default Title,1356-90,shopify,2,deny,manual,330,549,12,TRUE,TRUE,draft
muehlenbeckia-ball-30cm-2573-90,Muehlenbeckia ball 30cm,<p>Muehlenbeckia ball Diameter : 30cm</p>,Varekompaniet,potteplanter-gronne,Migrert,FALSE,Title,Default Title,2573-90,shopify,2,deny,manual,420,699,12,TRUE,TRUE,draft
oliventre-55cm-3934-90-1,Oliventre 55cm,<p>Oliventre i potte. Høyde : 55cm</p>,Varekompaniet,potteplanter-gronne,Migrert,FALSE,Title,Default Title,3934-90-1,shopify,4,deny,manual,260,429,12,TRUE,TRUE,draft
ormegress-60cm-1690-90-1,Ormegress 60cm,<p>Ormegress i potte. Høyde: 25cm Diameter : 50-60cm</p>,Varekompaniet,potteplanter-gronne,Migrert,FALSE,Title,Default Title,1690-90-1,shopify,2,deny,manual,120,199,12,TRUE,TRUE,draft
ormegress-45cm-2374,Ormegress 45cm,<p>Ormegress i potte Diameter : 45cm Høyde : 35cm</p>,Varekompaniet,potteplanter-gronne,Migrert,FALSE,Title,Default Title,2374,shopify,2,deny,manual,180,299,12,TRUE,TRUE,draft
prikkeblad-55cm-3090-95-1,Prikkeblad 55cm,<p>Prikkeblad i potte Høyde : 55cm Potte høyde : 9cm Potte Ø bunn : 8cm Potte Ø topp : 11cm</p>,Varekompaniet,potteplanter-gronne,Migrert,FALSE,Title,Default Title,3090-95-1,shopify,1,deny,manual,180,299,12,TRUE,TRUE,draft
prikkeblad-55cm-3060-95-1,Prikkeblad 55cm,<p>Prikkeblad i potte. Høyde : 55cm</p>,Varekompaniet,potteplanter-gronne,Migrert,FALSE,Title,Default Title,3060-95-1,shopify,2,deny,manual,210,349,12,TRUE,TRUE,draft
rexbegonia-20-cm-9136-25-1,Rexbegonia 20 cm,<p>Rexbegonia i potte Høyde : 20cm Potte høyde : 6cm Potte Ø bunn : 6cm Potte Ø topp : 8cm</p>,Varekompaniet,potteplanter-gronne,Migrert,FALSE,Title,Default Title,9136-25-1,shopify,24,deny,manual,79,129,12,TRUE,TRUE,draft
rosmarin-35cm-9107-90-1,Rosmarin 35cm,<p>Rosmarin i potte Høyde : 35cm Potte høyde : 8cm Potte Ø topp : 10cm Potte Ø bunn : 7cm</p>,Varekompaniet,potteplanter-gronne,Migrert,FALSE,Title,Default Title,9107-90-1,shopify,4,deny,manual,140,229,12,TRUE,TRUE,draft
senecio-45cm-2227-96,Senecio 45cm,<p>Takhengt Senecio Lengde : 45cm Diameter : 28cm</p>,Varekompaniet,potteplanter-gronne,Migrert,FALSE,Title,Default Title,2227-96,shopify,1,deny,manual,270,449,12,TRUE,TRUE,draft
sitrusbusk-35cm-5924,Sitrusbusk 35cm,<p>Sitrusbusk i potte. Høyde : 35cm</p>,Varekompaniet,potteplanter-gronne,Migrert,FALSE,Title,Default Title,5924,shopify,3,deny,manual,420,699,12,TRUE,TRUE,draft
succulent-30cm-2456-40-1,Succulent 30cm,<p>Succulent 30cm Pot height 7 cm Pot ø top 9 cm Pot ø bottom 6 cm</p>,Varekompaniet,potteplanter-gronne,Migrert,FALSE,Title,Default Title,2456-40-1,shopify,8,deny,manual,110,179,12,TRUE,TRUE,draft
succulent-mix-3659-99-1,Succulent mix,<p>2 stk succulenter i potte. Høyde : 13-20cm Potte høyde : 6cm Potte Ø bunn : 5cm Potte Ø topp : 8cm</p>,Varekompaniet,potteplanter-gronne,Migrert,FALSE,Title,Default Title,3659-99-1,shopify,5,deny,manual,200,329,12,TRUE,TRUE,draft
tillandsia-45cm-9253-95-3,Tillandsia 45cm,<p>Takhengt Tillandsia i potte Lengde : 45cm Potte Høyde : 6cm Potte Diameter topp : 8cm Potte Diameter bunn : 5cm</p>,Varekompaniet,potteplanter-gronne,Migrert,FALSE,Title,Default Title,9253-95-3,shopify,7,deny,manual,99,159,12,TRUE,TRUE,draft
tyttebaerball-15cm-6337-90,Tyttebærball 15cm,<p>Ball av tyttebærlyng. Diameter : 15cm</p>,Varekompaniet,potteplanter-gronne,Migrert,FALSE,Title,Default Title,6337-90,shopify,6,deny,manual,110,179,12,TRUE,TRUE,draft
vinbusk-35cm-2614-90-1,Vinbusk 35cm,<p>Vinbusk uten druer Høyde : 35cm</p>,Varekompaniet,potteplanter-gronne,Migrert,FALSE,Title,Default Title,2614-90-1,shopify,10,deny,manual,140,229,12,TRUE,TRUE,draft
yucca-2928-90-1,Yucca,<p>Agave i potte Høyde : 58cm</p>,Varekompaniet,potteplanter-gronne,Migrert,FALSE,Title,Default Title,2928-90-1,shopify,1,deny,manual,480,799,12,TRUE,TRUE,draft
adiantum-60cm-6209-90,Adiantum 60cm,<p>Adiantumblad Høyde : 60cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,6209-90,shopify,6,deny,manual,19,29,12,TRUE,TRUE,draft
aspargesblad-80cm-2102-90,Aspargesblad 80cm,<p>Aspergesblad Høyde : 80cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,2102-90,shopify,10,deny,manual,59,89,12,TRUE,TRUE,draft
bjork-70cm-391a,Bjørk 70cm,<p>Bjørkekvist med blader Høyde : 70cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,391a,shopify,19,deny,manual,89,139,12,TRUE,TRUE,draft
blaklokke-65cm-hvit-3497-10,Blåklokke 65cm - Hvit,<p>Blåklokke Høyde : 65cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,3497-10,shopify,2,deny,manual,29,39,12,TRUE,TRUE,draft
brudeslor-50cm-8710-10,Brudeslør 50cm,<p>Brudeslør Høyde : 50cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,8710-10,shopify,29,deny,manual,29,45,12,TRUE,TRUE,draft
buxbom-kvist-25cm-2657-90,Buxbom kvist 25cm,<p>Kvist av buxbom For dekorasjoner o.l Høyde : 25cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,2657-90,shopify,28,deny,manual,9,15,12,TRUE,TRUE,draft
clematis-110cm-1457-60,Clematis 110cm,<p>Clematis snitt Høyde : 110cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,1457-60,shopify,20,deny,manual,79,129,12,TRUE,TRUE,draft
delphinium-90cm-1800-60,Delphinium 90cm,<p>Delphinium Høyde : 90cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,1800-60,shopify,8,deny,manual,59,99,12,TRUE,TRUE,draft
engletrompet-90cm-oransje-2017-35,Engletrompet 90cm oransje,<p>Engletrompet Høyde : 90cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,2017-35,shopify,1,deny,manual,140,229,12,TRUE,TRUE,draft
engletrompet-90cm-2017-10,Engletrompet 90cm,<p>Engletrompet Høyde : 90cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,2017-10,shopify,1,deny,manual,140,229,12,TRUE,TRUE,draft
epleblomst-49cm-7087,Epleblomst 49cm,<p>Kvist med epleblomster Høyde : 49cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,7087,shopify,10,deny,manual,19,29,12,TRUE,TRUE,draft
epleblomst-50cm-5423-10,Epleblomst 50cm,<p>Kvist med epleblomster Høyde : 50cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,5423-10,shopify,1,deny,manual,49,69,12,TRUE,TRUE,draft
eternell-50cm-bla-2434-60,Eternell 50cm blå,<p>Eternell snittblomst Høyde : 50cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,2434-60,shopify,6,deny,manual,19,29,12,TRUE,TRUE,draft
eternell-50cm-hvit-2434-10,Eternell 50cm hvit,<p>Eternell snittblomst Høyde : 50cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,2434-10,shopify,20,deny,manual,19,29,12,TRUE,TRUE,draft
eternell-50cm-lilla-2434-40,Eternell 50cm lilla,<p>Eternell snittblomst Høyde : 50cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,2434-40,shopify,12,deny,manual,19,29,12,TRUE,TRUE,draft
eternell-50cm-rosa-2434-20,Eternell 50cm rosa,<p>Eternell snittblomst Høyde : 50cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,2434-20,shopify,8,deny,manual,19,29,12,TRUE,TRUE,draft
eukalyptus-40cm-1437-90,Eukalyptus 40cm,<p>Eukalyptus Høyde : 40cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,1437-90,shopify,17,deny,manual,29,39,12,TRUE,TRUE,draft
eukalyptusgren-60cm-7567-90,Eukalyptusgren 60cm,<p>Eukalyptusgren Høyde : 60cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,7567-90,shopify,80,deny,manual,39,59,12,TRUE,TRUE,draft
eukalyptusgren-70cm-1438-90,Eukalyptusgren 70cm,<p>Eukalyptusgren Høyde : 70cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,1438-90,shopify,6,deny,manual,49,69,12,TRUE,TRUE,draft
eukalyptusgren-74cm-7568-90,Eukalyptusgren 74cm,<p>Eukalyptusgren Høyde : 74cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,7568-90,shopify,25,deny,manual,49,69,12,TRUE,TRUE,draft
flyteblader-3635-90,Flyteblader,<p>Flyteblader Pakke med blader som flyter. Perfekt for hagedammen.</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,3635-90,shopify,38,deny,manual,19,29,12,TRUE,TRUE,draft
furukvist-50cm-6101-90,Furukvist 50cm,<p>Furukvist med kongler Høyde : 50cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,6101-90,shopify,41,deny,manual,29,49,12,TRUE,TRUE,draft
gasunger-36cm-1578-90,Gåsunger 36cm,<p>Gåsunger Høyde : 36cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,1578-90,shopify,41,deny,manual,19,29,12,TRUE,TRUE,draft
gasunger-40cm-4026,Gåsunger 40cm,<p>Gåsunger Høyde : 40cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,4026,shopify,10,deny,manual,49,69,12,TRUE,TRUE,draft
gasunger-85cm-6116-90,Gåsunger 85cm,<p>Kvist med Gåsunger Høyde : 85cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,6116-90,shopify,1,deny,manual,59,99,12,TRUE,TRUE,draft
hortensia-40cm-2408-65,Hortensia 40cm,<p>Hortensia Høyde : 40cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,2408-65,shopify,4,deny,manual,49,69,12,TRUE,TRUE,draft
hortensia-40cm-lilla-2408-41,Hortensia 40cm lilla,<p>Hortensia Høyde : 40cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,2408-41,shopify,2,deny,manual,49,69,12,TRUE,TRUE,draft
hortensia-40cm-lilla-2408-40,Hortensia 40cm Lilla,<p>Hortensia Høyde : 40cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,2408-40,shopify,10,deny,manual,49,69,12,TRUE,TRUE,draft
hortensia-40cm-rosa-2408-21,Hortensia 40cm rosa,<p>Hortensia Høyde : 40cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,2408-21,shopify,16,deny,manual,49,69,12,TRUE,TRUE,draft
kattost-160cm-1606-10,Kattost 160cm,<p>Kattost Lengde : 160cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,1606-10,shopify,3,deny,manual,160,259,12,TRUE,TRUE,draft
kirsebaerblomst-70cm-krem-390a-01,Kirsebærblomst 70cm krem,<p>Kirsebærsblomst Høyde : 70cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,390a-01,shopify,23,deny,manual,49,79,12,TRUE,TRUE,draft
kirsebaersblomst-hvit-45cm-5928-10,Kirsebærsblomst Hvit 45cm,<p>Kirsebærsblomst Høyde : 45cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,5928-10,shopify,1,deny,manual,29,49,12,TRUE,TRUE,draft
kirsebaersblomst-rosa-45cm-5928-20,Kirsebærsblomst Rosa 45cm,<p>Kirsebærsblomst Høyde : 45cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,5928-20,shopify,16,deny,manual,29,49,12,TRUE,TRUE,draft
kirsebaerskvist-hvit-3431-10,Kirsebærskvist hvit,<p>Kirsebærskvist hvit 60 cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,3431-10,shopify,25,deny,manual,39,59,12,TRUE,TRUE,draft
kirsebaerskvist-rosa-3431-20,Kirsebærskvist rosa,<p>Kirsebærskvist rosa 60 cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,3431-20,shopify,19,deny,manual,39,59,12,TRUE,TRUE,draft
kvist-35cm-8416-90,Kvist 35cm,<p>Kvist Høyde : 35cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,8416-90,shopify,20,deny,manual,19,29,12,TRUE,TRUE,draft
kvist-med-kongler-60cm-9118-70,Kvist med kongler 60cm,<p>Kvist med kongler Høyde : 60cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,9118-70,shopify,29,deny,manual,29,49,12,TRUE,TRUE,draft
kvist-med-kongler-70cm-3237-01,Kvist med kongler 70cm,<p>Kvist med kongler Høyde : 70cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,3237-01,shopify,8,deny,manual,79,129,12,TRUE,TRUE,draft
lerkekvist-65cm-9940-03,Lerkekvist 65cm,<p>Lerkekvist Høyde : 65cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,9940-03,shopify,2,deny,manual,79,129,12,TRUE,TRUE,draft
lerkekvist-95cm-3532-91,lerkekvist 95cm,<p>Lerkekvist Høyde : 95cm Farge : grønn/grå</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,3532-91,shopify,12,deny,manual,150,249,12,TRUE,TRUE,draft
liljekonvall-20cm-2562-10,Liljekonvall 20cm,<p>Liljekonvall Høyde: 20cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,2562-10,shopify,0,deny,manual,19,29,12,TRUE,TRUE,draft
magnolia-65cm-oransje-1109-30,Magnolia 65cm Oransje,<p>Magnolia Høyde ; 65cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,1109-30,shopify,2,deny,manual,79,129,12,TRUE,TRUE,draft
magnolia-65cm-1109-10,Magnolia 65cm,<p>Magnolia snitt. Høyde : 60cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,1109-10,shopify,3,deny,manual,59,99,12,TRUE,TRUE,draft
magnolia-hvit-60cm-6173-10,Magnolia Hvit 60cm,<p>Magnolia Høyde : 60cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,6173-10,shopify,5,deny,manual,79,129,12,TRUE,TRUE,draft
magnolia-mork-rosa-60cm-6173-22,Magnolia Mørk Rosa 60cm,<p>Magnolia Høyde ; 60cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,6173-22,shopify,2,deny,manual,79,129,12,TRUE,TRUE,draft
magnolia-rosa-60cm-6173-20,Magnolia Rosa 60cm,<p>Magnolia Høyde : 60cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,6173-20,shopify,4,deny,manual,79,129,12,TRUE,TRUE,draft
margeritt-32cm-6207-10,Margeritt 32cm,<p>Margeritt Høyde: 32cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,6207-10,shopify,2,deny,manual,19,29,12,TRUE,TRUE,draft
narsiss-hvit-2-5923-10,Narsiss hvit 2,<p>Narsiss Hvit 2 25 cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,5923-10,shopify,23,deny,manual,9,15,12,TRUE,TRUE,draft
olivenkvist-55cm-4430,Olivenkvist 55cm,<p>Olivenkvist Høyde : 55cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,4430,shopify,12,deny,manual,89,149,12,TRUE,TRUE,draft
ormegressblad-45cm-1995-01,Ormegressblad 45cm,<p>Ormegressblad Høyde : 45cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,1995-01,shopify,47,deny,manual,29,39,12,TRUE,TRUE,draft
ormegressblad-60cm-6208-90,Ormegressblad 60cm,<p>Ormegressblad Høyde : 60cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,6208-90,shopify,26,deny,manual,29,39,12,TRUE,TRUE,draft
pinselilje-35cm-1513-11,Pinselilje 35cm,<p>Pinselilje Høyde : 35cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,1513-11,shopify,100,deny,manual,39,59,12,TRUE,TRUE,draft
pinselilje-35cm-1513-10,Pinselilje 35cm,<p>Pinselilje Høyde : 35cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,1513-10,shopify,100,deny,manual,39,59,12,TRUE,TRUE,draft
prestekrage-50cm-1576-10,Prestekrage 50cm,<p>Prestekrage Høyde: 50cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,1576-10,shopify,3,deny,manual,39,59,12,TRUE,TRUE,draft
pyntekorg-65cm-gul-9624-50,Pyntekorg 65cm gul,<p>Pyntekorg Høyde : 65cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,9624-50,shopify,9,deny,manual,89,149,12,TRUE,TRUE,draft
rose-50cm-beige-9603-71,Rose 50cm beige,<p>Snittrose Høyde : 50cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,9603-71,shopify,38,deny,manual,29,39,12,TRUE,TRUE,draft
rose-50cm-gronn-2889-96,Rose 50cm Grønn,<p>Kunstig Rose Høyde :50cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,2889-96,shopify,20,deny,manual,29,39,12,TRUE,TRUE,draft
rose-50cm-gronn-2889-90,Rose 50cm Grønn,<p>Kunstig Rose Høyde :50cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,2889-90,shopify,6,deny,manual,29,39,12,TRUE,TRUE,draft
rose-50cm-gul-9603-51,Rose 50cm gul,<p>Snittrose Høyde : 50cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,9603-51,shopify,47,deny,manual,29,39,12,TRUE,TRUE,draft
rose-50cm-gul-2889-51,Rose 50cm Gul,<p>Kunstig Rose Høyde :50cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,2889-51,shopify,13,deny,manual,29,39,12,TRUE,TRUE,draft
rose-50cm-hvit-9603-10,Rose 50cm hvit,<p>Snittrose Høyde : 50cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,9603-10,shopify,37,deny,manual,29,39,12,TRUE,TRUE,draft
rose-50cm-hvit-2889-11,Rose 50cm Hvit,<p>Kunstig Rose Høyde :50cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,2889-11,shopify,10,deny,manual,29,39,12,TRUE,TRUE,draft
rose-50cm-lilla-2889-40,Rose 50cm Lilla,<p>Kunstig Rose Høyde :50cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,2889-40,shopify,2,deny,manual,29,39,12,TRUE,TRUE,draft
rose-50cm-lilla-2889-48,Rose 50cm Lilla,<p>Kunstig Rose Høyde :50cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,2889-48,shopify,4,deny,manual,29,39,12,TRUE,TRUE,draft
rose-50cm-lilla-9603-41,Rose 50cm lilla,<p>Snittrose Høyde : 50cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,9603-41,shopify,48,deny,manual,29,39,12,TRUE,TRUE,draft
rose-50cm-lilla-9603-40,Rose 50cm lilla,<p>Snittrose Høyde : 50cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,9603-40,shopify,48,deny,manual,29,39,12,TRUE,TRUE,draft
rose-50cm-oransje-9603-30,Rose 50cm oransje,<p>Snittrose Høyde : 50cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,9603-30,shopify,48,deny,manual,29,39,12,TRUE,TRUE,draft
rose-50cm-oransje-9603-32,Rose 50cm oransje,<p>Snittrose Høyde : 50cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,9603-32,shopify,20,deny,manual,29,39,12,TRUE,TRUE,draft
rose-50cm-rod-9603-80,Rose 50cm rød,<p>Snittrose Høyde : 50cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,9603-80,shopify,26,deny,manual,29,39,12,TRUE,TRUE,draft
rose-50cm-rod-2889-80,Rose 50cm Rød,<p>Kunstig Rose Høyde :50cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,2889-80,shopify,9,deny,manual,29,39,12,TRUE,TRUE,draft
rose-50cm-rosa-2889-24,Rose 50cm Rosa,<p>Kunstig Rose Høyde :50cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,2889-24,shopify,1,deny,manual,29,39,12,TRUE,TRUE,draft
rose-50cm-rosa-2889-25,Rose 50cm Rosa,<p>Kunstig Rose Høyde :50cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,2889-25,shopify,22,deny,manual,29,39,12,TRUE,TRUE,draft
rose-50cm-rosa-9603-20,Rose 50cm rosa,<p>Snittrose Høyde : 50cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,9603-20,shopify,45,deny,manual,29,39,12,TRUE,TRUE,draft
rose-50cm-rosa-9603-21,Rose 50cm rosa,<p>Snittrose Høyde : 50cm</p>,Varekompaniet,snitt,Migrert,FALSE,Title,Default Title,9603-21,shopify,48,deny,manual,29,39,12,TRUE,TRUE,draft
